Data,Empresa,Categoria,Produto,Quantidade,Quantidade Prevista,Preço,Preço Americanas,Preço Martins,Preço Vila Nova,Preço Recomendado Minimo,Preço Recomendado Medio,Preco AI
12/29/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6630.813604,6942.813604,1.02,1.91,1.63,1.88,0.99,1.81,1.40
12/30/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6286.020601,6379.020601,1.99,2.30,1.69,2.09,1.64,2.03,1.83
12/31/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6326.401637,5588.401637,1.99,1.58,2.26,1.93,1.53,1.92,1.73
1/1/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6479.057858,5997.057858,1.14,1.40,1.80,2.44,1.11,1.88,1.49
1/2/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6514.013849,7294.013849,1.76,2.98,2.60,1.12,1.09,2.23,1.66
1/3/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6491.611201,7403.611201,2.55,1.31,2.48,2.09,1.27,1.96,1.62
1/4/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6603.76253,6095.76253,1.86,2.29,1.35,1.77,1.31,1.80,1.56
1/5/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6381.26609,6579.26609,1.99,2.29,1.98,2.09,1.92,2.12,2.02
1/6/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6442.087899,6906.087899,2.16,2.29,1.19,2.09,1.15,1.86,1.51
1/7/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6252.544415,6430.544415,2.92,1.77,2.17,2.39,1.72,2.11,1.91
1/8/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6566.994387,7545.994387,1.99,1.30,1.62,2.09,1.26,1.67,1.47
1/9/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6514.855071,6698.855071,2.33,1.90,2.65,1.63,1.58,2.06,1.82
1/10/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6266.776213,7129.776213,1.08,2.29,0.78,2.09,0.76,1.72,1.24
1/11/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6655.545436,6177.545436,1.99,2.60,1.69,2.09,1.64,2.13,1.88
1/12/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6556.961057,6583.961057,1.33,2.29,1.69,2.09,1.29,2.02,1.66
1/13/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6353.467652,6133.467652,1.99,3.20,1.32,1.15,1.12,1.89,1.50
1/14/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6532.160494,6553.160494,1.84,2.29,1.77,1.44,1.40,1.83,1.62
1/15/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6532.276756,7160.276756,1.99,1.72,1.73,1.67,1.62,1.71,1.66
1/16/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6542.852296,6111.852296,2.73,3.02,2.32,1.81,1.76,2.38,2.07
1/17/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6501.771087,6436.771087,1.99,1.29,1.69,2.34,1.25,1.77,1.51
1/18/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6246.215528,5728.215528,1.01,2.36,1.69,1.94,0.98,2.00,1.49
1/19/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6448.110783,7366.110783,1.55,2.44,1.76,2.09,1.50,2.10,1.80
1/20/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6378.09457,6468.09457,1.99,2.29,2.26,2.09,1.93,2.21,2.07
1/21/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6319.466275,5992.466275,2.96,1.97,2.40,1.45,1.41,1.94,1.67
1/22/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6588.530744,5714.530744,1.99,2.51,1.69,2.09,1.64,2.10,1.87
1/23/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6736.133987,7245.133987,0.99,1.60,2.14,2.83,0.96,2.19,1.58
1/24/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6687.835484,6048.835484,1.99,1.53,1.42,2.05,1.38,1.67,1.52
1/25/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6354.185444,5374.185444,2.86,2.29,1.10,3.01,1.07,2.13,1.60
1/26/21,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6332.377571,5880.377571,1.99,2.86,0.81,1.52,0.79,1.73,1.26
1/1/20,P&G PERFUMARIA,CREME DENTAL,349999,4057.046001,3760.046001,1.46,1.76,1.16,1.56,1.13,1.49,1.31
1/2/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3709.640532,3700.640532,2.11,2.50,0.88,2.09,0.85,1.82,1.34
1/3/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4077.021776,4737.021776,1.99,0.90,1.69,2.09,0.87,1.56,1.22
1/4/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3744.178271,3612.178271,1.23,1.51,1.69,1.99,1.19,1.73,1.46
1/5/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4146.044149,3336.044149,2.47,1.01,1.69,1.94,0.98,1.55,1.26
1/6/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3951.671155,3399.671155,2.97,1.16,0.87,1.65,0.84,1.23,1.04
1/7/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3945.26747,3071.26747,1.44,1.76,2.62,2.89,1.40,2.42,1.91
1/8/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4098.54163,4166.54163,1.74,1.89,1.69,2.57,1.64,2.05,1.84
1/9/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3968.736383,4469.736383,2.73,1.76,1.69,1.50,1.46,1.65,1.55
1/10/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3918.872437,3700.872437,1.99,1.71,0.99,2.32,0.96,1.67,1.32
1/11/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3934.290352,3099.290352,1.99,2.34,1.95,2.95,1.89,2.41,2.15
1/12/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3822.660402,3411.660402,1.99,2.08,2.56,2.19,1.93,2.28,2.10
1/13/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4077.726353,4929.726353,1.02,1.42,1.77,3.00,0.99,2.06,1.53
1/14/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4172.929972,5069.929972,2.17,1.76,2.60,2.55,1.71,2.30,2.01
1/15/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4023.548363,3073.548363,1.99,1.88,1.99,2.09,1.82,1.99,1.91
1/16/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3852.759688,3102.759688,1.94,1.76,2.55,2.09,1.71,2.13,1.92
1/17/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4201.468582,4653.468582,1.99,2.57,1.32,1.61,1.28,1.83,1.56
1/18/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3752.561556,3519.561556,2.20,1.76,1.16,1.26,1.13,1.39,1.26
1/19/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4148.573903,3549.573903,1.99,1.76,1.07,2.56,1.04,1.80,1.42
1/20/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3834.662323,4090.662323,2.46,1.76,1.69,2.82,1.64,2.09,1.86
1/21/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3830.791408,4310.791408,1.99,1.76,2.09,3.04,1.71,2.30,2.00
1/22/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4156.277543,4585.277543,1.01,1.44,1.05,2.09,0.98,1.53,1.25
1/23/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3879.142007,3853.142007,1.20,1.76,1.50,3.02,1.16,2.09,1.63
1/24/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3777.572494,4001.572494,1.85,1.76,2.08,2.36,1.71,2.07,1.89
1/25/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4088.467482,4240.467482,2.11,2.59,0.95,1.13,0.92,1.56,1.24
1/26/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4192.647322,4898.647322,1.71,1.76,1.69,2.09,1.64,1.85,1.74
1/27/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4143.046595,4171.046595,1.42,0.93,0.74,2.74,0.72,1.47,1.09
1/28/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3915.31098,4606.31098,2.34,0.80,1.87,2.09,0.78,1.59,1.18
1/29/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3861.990368,3208.990368,1.90,0.94,2.08,2.73,0.91,1.92,1.41
1/30/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3792.935212,3960.935212,2.31,1.70,0.74,1.24,0.72,1.23,0.97
1/31/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3735.358996,4593.358996,1.97,1.89,1.88,1.66,1.61,1.81,1.71
2/1/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3786.638631,4587.638631,2.52,0.89,2.24,2.09,0.86,1.74,1.30
2/2/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3990.709482,4441.709482,2.30,1.45,1.42,2.09,1.38,1.65,1.52
2/3/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4083.055224,4450.055224,1.49,1.76,1.69,2.09,1.45,1.85,1.65
2/4/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4006.98197,4784.98197,2.64,2.31,1.43,2.09,1.39,1.94,1.67
2/5/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3926.934148,4255.934148,1.99,2.63,0.92,2.68,0.89,2.08,1.48
2/6/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3746.818813,4336.818813,1.99,0.96,2.00,1.64,0.93,1.53,1.23
2/7/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3983.782683,4428.782683,2.71,1.76,2.03,1.71,1.66,1.83,1.75
2/8/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3922.33602,3454.33602,1.69,2.63,1.69,1.64,1.59,1.99,1.79
2/9/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4050.898942,3247.898942,1.99,2.48,0.99,3.02,0.96,2.16,1.56
2/10/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3758.603151,3828.603151,1.99,0.97,1.69,2.09,0.94,1.58,1.26
2/11/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3733.935578,3127.935578,1.99,1.76,2.04,2.09,1.71,1.96,1.84
2/12/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4201.75418,3565.75418,1.55,1.26,0.77,1.12,0.75,1.05,0.90
2/13/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4074.611582,3235.611582,1.94,2.16,1.69,2.66,1.64,2.17,1.90
2/14/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3945.463236,4247.463236,1.99,1.40,1.17,2.59,1.13,1.72,1.43
2/15/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3986.055306,3664.055306,1.99,1.60,1.69,2.60,1.55,1.96,1.76
2/16/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3732.481563,3011.481563,1.99,1.44,1.69,1.29,1.25,1.47,1.36
2/17/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3803.195092,2943.195092,1.99,1.08,1.55,1.74,1.05,1.46,1.25
2/18/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4139.557856,3452.557856,2.38,1.25,1.92,2.97,1.21,2.05,1.63
2/19/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3711.193776,4176.193776,1.99,1.76,1.21,3.01,1.17,1.99,1.58
2/20/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4114.345516,3552.345516,1.99,2.16,2.37,2.15,1.93,2.23,2.08
2/21/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3917.045322,3058.045322,2.08,1.68,2.02,2.09,1.63,1.93,1.78
2/22/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3905.533413,4220.533413,1.37,2.28,1.69,1.99,1.33,1.99,1.66
2/23/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4153.336911,3163.336911,2.33,2.26,1.30,2.92,1.26,2.16,1.71
2/24/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4179.551476,3625.551476,1.99,0.83,2.67,2.09,0.81,1.86,1.33
2/25/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3771.13435,3260.13435,1.99,1.76,1.69,2.90,1.64,2.12,1.88
2/26/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3734.519644,4690.519644,1.04,2.43,1.61,1.45,1.01,1.83,1.42
2/27/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3790.45529,3192.45529,1.99,2.57,2.10,2.33,1.93,2.33,2.13
2/28/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4024.364964,3162.364964,1.00,1.27,0.81,2.09,0.79,1.39,1.09
2/29/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3815.042259,4045.042259,1.99,1.20,0.71,2.75,0.69,1.55,1.12
3/1/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4201.020321,3866.020321,1.99,1.45,1.11,1.74,1.08,1.43,1.26
3/2/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4203.24079,3990.24079,2.03,1.76,1.69,2.09,1.64,1.85,1.74
3/3/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3867.626209,3324.626209,1.18,2.10,1.69,2.87,1.14,2.22,1.68
3/4/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4094.734724,4394.734724,1.99,2.57,1.69,2.58,1.64,2.28,1.96
3/5/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3868.121321,3065.121321,2.75,1.27,1.18,2.09,1.14,1.51,1.33
3/6/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4143.363779,4885.363779,2.71,1.76,1.78,2.09,1.71,1.88,1.79
3/7/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4016.696719,3982.696719,1.77,1.33,2.07,1.85,1.29,1.75,1.52
3/8/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4113.070621,4934.070621,1.99,0.89,2.07,1.86,0.86,1.61,1.23
3/9/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3821.506475,4516.506475,1.99,1.45,1.90,1.35,1.31,1.57,1.44
3/10/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4090.257748,4153.257748,1.39,2.27,1.69,2.09,1.35,2.02,1.68
3/11/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4024.478322,4889.478322,1.99,2.39,2.00,2.09,1.93,2.16,2.05
3/12/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3803.149865,2814.149865,1.99,1.01,2.09,1.70,0.98,1.60,1.29
3/13/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4021.260183,3745.260183,1.99,1.76,1.69,2.09,1.64,1.85,1.74
3/14/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4036.94973,4815.94973,2.80,1.50,1.69,2.05,1.46,1.75,1.60
3/15/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4002.066115,4905.066115,1.99,2.60,1.49,2.09,1.45,2.06,1.75
3/16/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4009.773506,4171.773506,1.72,1.76,1.69,2.80,1.64,2.08,1.86
3/17/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3880.319619,4146.319619,1.99,1.76,1.69,1.70,1.64,1.72,1.68
3/18/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4002.224478,4280.224478,2.10,1.03,1.53,1.32,1.00,1.29,1.15
3/19/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4092.504673,3759.504673,1.90,1.76,2.47,1.92,1.71,2.05,1.88
3/20/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3978.884455,3713.884455,1.91,1.76,2.28,2.66,1.71,2.23,1.97
3/21/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4076.988238,4301.988238,2.03,1.70,1.69,2.09,1.64,1.83,1.73
3/22/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3877.514407,4527.514407,1.99,1.25,2.27,1.96,1.21,1.83,1.52
3/23/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3966.099623,4046.099623,1.99,1.16,2.29,1.96,1.13,1.80,1.46
3/24/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4048.917427,3984.917427,2.11,1.27,1.91,2.09,1.23,1.76,1.49
3/25/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3748.581199,4253.581199,1.63,1.12,1.40,1.23,1.09,1.25,1.17
3/26/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3791.998334,3037.998334,2.66,1.76,1.69,3.06,1.64,2.17,1.90
3/27/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4092.190716,4601.190716,1.99,2.53,2.58,2.09,1.93,2.40,2.17
3/28/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3917.838938,3471.838938,1.99,2.46,0.83,3.03,0.81,2.11,1.46
3/29/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4086.484718,4739.484718,2.17,1.07,1.85,2.09,1.04,1.67,1.35
3/30/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3714.753677,2907.753677,2.59,1.76,1.06,2.09,1.03,1.64,1.33
3/31/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4010.84448,3272.84448,1.43,1.76,1.13,2.24,1.10,1.71,1.40
4/1/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3836.931838,3674.931838,2.84,1.69,2.55,2.09,1.64,2.11,1.87
4/2/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3872.603741,2886.603741,2.86,1.76,1.69,2.09,1.64,1.85,1.74
4/3/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3801.293686,4242.293686,1.99,2.44,1.69,2.99,1.64,2.37,2.01
4/4/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3742.851903,3460.851903,1.73,1.76,0.77,2.09,0.75,1.54,1.14
4/5/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3800.406298,3584.406298,2.09,1.95,1.86,2.09,1.80,1.97,1.89
4/6/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3806.120631,4406.120631,1.99,1.43,1.72,1.35,1.31,1.50,1.40
4/7/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4135.991493,5007.991493,1.07,1.76,1.28,2.41,1.04,1.82,1.43
4/8/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3849.889835,4087.889835,1.99,1.11,1.93,2.86,1.08,1.97,1.52
4/9/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4127.768882,3737.768882,1.72,1.27,1.15,1.94,1.12,1.45,1.28
4/10/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3840.11114,4094.11114,1.00,0.96,0.98,2.09,0.93,1.34,1.14
4/11/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3973.338231,4345.338231,2.07,2.21,1.69,2.23,1.64,2.04,1.84
4/12/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4050.292375,3512.292375,1.42,1.27,2.40,1.46,1.23,1.71,1.47
4/13/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4091.481533,4923.481533,2.70,2.60,1.69,2.93,1.64,2.41,2.02
4/14/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3950.563064,4238.563064,1.99,2.37,1.50,2.09,1.46,1.99,1.72
4/15/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3869.384612,4519.384612,2.15,1.00,1.69,2.42,0.97,1.70,1.34
4/16/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3861.172318,4824.172318,1.95,1.76,0.87,2.96,0.84,1.86,1.35
4/17/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3944.707281,3352.707281,2.99,2.71,1.76,2.09,1.71,2.19,1.95
4/18/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4173.764196,3675.764196,1.99,1.48,2.66,2.80,1.44,2.31,1.87
4/19/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3711.979461,4594.979461,1.28,1.76,1.69,1.46,1.24,1.64,1.44
4/20/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4043.652719,3916.652719,1.99,2.71,2.20,1.49,1.45,2.13,1.79
4/21/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3999.057727,4308.057727,1.49,2.60,1.07,2.09,1.04,1.92,1.48
4/22/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4135.614147,4033.614147,1.69,1.76,1.69,2.92,1.64,2.12,1.88
4/23/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3746.53854,3309.53854,2.24,1.76,1.69,1.82,1.64,1.76,1.70
4/24/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3891.345678,3201.345678,2.61,1.24,1.69,2.85,1.20,1.93,1.56
4/25/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3820.248717,4154.248717,2.11,1.25,0.94,2.09,0.91,1.43,1.17
4/26/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4146.226912,3938.226912,2.50,1.76,1.52,2.26,1.47,1.85,1.66
4/27/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4065.224721,3964.224721,1.99,0.94,2.29,2.09,0.91,1.77,1.34
4/28/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3862.259634,3169.259634,2.18,2.14,1.69,1.97,1.64,1.93,1.79
4/29/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3774.852516,3965.852516,1.87,2.06,2.54,2.09,1.81,2.23,2.02
4/30/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4208.489829,3394.489829,1.98,1.76,2.24,1.95,1.71,1.98,1.85
5/1/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4140.008245,3246.008245,1.99,1.14,0.72,1.23,0.70,1.03,0.86
5/2/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4102.679895,4260.679895,1.44,2.50,1.69,1.59,1.40,1.93,1.66
5/3/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3853.040408,4171.040408,1.99,1.76,1.36,1.78,1.32,1.63,1.48
5/4/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4049.144137,4553.144137,1.99,1.76,0.95,2.79,0.92,1.83,1.38
5/5/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3946.122436,3751.122436,2.34,1.76,1.69,2.09,1.64,1.85,1.74
5/6/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3845.366962,4357.366962,1.99,1.78,1.07,1.74,1.04,1.53,1.28
5/7/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3902.112053,3777.112053,2.49,2.51,1.69,2.43,1.64,2.21,1.92
5/8/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3811.189712,3706.189712,1.99,1.89,1.18,1.54,1.14,1.54,1.34
5/9/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3971.205479,4834.205479,1.26,1.76,1.39,2.07,1.22,1.74,1.48
5/10/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4036.61678,3205.61678,1.99,1.48,1.98,2.09,1.44,1.85,1.64
5/11/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3945.307055,3839.307055,1.99,1.76,1.95,1.98,1.71,1.90,1.80
5/12/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3975.964599,3646.964599,1.99,1.76,0.78,2.86,0.76,1.80,1.28
5/13/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4064.923542,3758.923542,2.43,1.34,1.62,2.51,1.30,1.82,1.56
5/14/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3969.279918,3583.279918,1.90,1.76,2.09,1.43,1.39,1.76,1.57
5/15/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3712.423211,3557.423211,1.99,1.37,1.75,1.89,1.33,1.67,1.50
5/16/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4005.622482,4107.622482,2.31,2.72,1.29,2.85,1.25,2.29,1.77
5/17/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3970.595298,3839.595298,1.87,1.76,2.01,1.97,1.71,1.91,1.81
5/18/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3773.922212,3543.922212,1.99,1.61,1.69,2.78,1.56,2.03,1.79
5/19/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4206.582126,5119.582126,1.99,1.59,1.33,1.79,1.29,1.57,1.43
5/20/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4080.642642,3850.642642,1.99,1.17,0.75,1.77,0.73,1.23,0.98
5/21/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4028.900842,3376.900842,1.45,1.76,1.69,2.51,1.41,1.99,1.70
5/22/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4103.314348,4661.314348,1.99,1.18,1.69,2.87,1.14,1.91,1.53
5/23/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3763.706431,4744.706431,1.99,0.90,1.64,1.55,0.87,1.36,1.12
5/24/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3762.118664,3477.118664,1.50,1.76,0.82,2.29,0.80,1.62,1.21
5/25/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3778.18083,4043.18083,1.99,1.80,2.42,2.55,1.75,2.26,2.00
5/26/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3786.955305,3908.955305,2.98,1.61,1.69,1.14,1.11,1.48,1.29
5/27/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4124.043494,4626.043494,1.99,1.33,2.68,2.06,1.29,2.02,1.66
5/28/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4127.826047,5116.826047,1.99,1.76,1.69,2.51,1.64,1.99,1.81
5/29/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3817.658768,4351.658768,1.78,1.76,2.27,2.09,1.71,2.04,1.87
5/30/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3815.34906,3970.34906,1.67,1.76,1.35,2.31,1.31,1.81,1.56
5/31/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4192.350727,4707.350727,2.45,0.97,1.62,1.14,0.94,1.24,1.09
6/1/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,3722.646324,3282.646324,1.96,1.77,1.69,1.96,1.64,1.81,1.72
6/2/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,349999,4067.290773,3205.290773,2.68,2.33,1.69,2.22,1.64,2.08,1.86
